TaskID,TaskAO,StationID,Team,Start,End,Duration
323,BAHS00-0190,5,"[29, 42]",240.17347233560324,241.62751305687615,1.4540407212729178
319,BAHS00-0160,3,"[71, 21]",240.17347233560324,241.69723814722826,1.523765811625026
321,BAHS00-0170,5,"[29, 42]",241.62751305687615,243.41710172921302,1.789588672336862
322,BAHS00-0180,3,"[91, 81]",240.17347233560324,241.3491459564483,1.1756736208450604
320,BAQX00-0150,2,"[47, 59]",240.17347233560324,241.34217178430612,1.1686994487028812
318,CAQJ00-0200,2,"[59, 47]",241.34217178430612,242.31608795285857,0.9739161685524493
324,B-5,0,[],243.41710172921302,243.41710172921302,0.0
325,CAHS00-0320,4,"[18, 87]",243.41710172921302,245.13457150841228,1.7174697791992628
331,CAHS00-0390,5,"[5, 4]",243.41710172921302,245.15003763848463,1.7329359092716174
329,CAHS00-0370,2,"[33, 22]",243.41710172921302,245.4332459140602,2.016144184847178
327,CAHS00-0340,3,"[91, 71]",243.41710172921302,245.1935615610957,1.7764598318826756
334,CAHS00-0360,4,"[19, 32]",243.41710172921302,245.1574185700346,1.7403168408215777
328,CAHS00-0350,2,"[50, 33]",245.4332459140602,247.47632447024628,2.0430785561860887
326,CAHS00-0330,2,"[22, 50]",247.47632447024628,249.6285217775823,2.1521973073360243
332,CAHX00-0410,1,"[13, 12]",243.41710172921302,248.28471009227985,4.867608363066836
335,CAHS00-0400,2,"[77, 22]",249.6285217775823,251.1842015189853,1.5556797414029973
330,CAHS00-0380,3,"[21, 65]",243.41710172921302,244.85493064020395,1.4378289109909304
333,CAWC00-0420,5,"[42, 29]",243.41710172921302,246.54888180580147,3.1317800765884556
336,B-6,0,[],251.1842015189853,251.1842015189853,0.0
338,CAHS00-0650,5,"[0, 29]",251.1842015189853,253.11684789701167,1.9326463780263623
337,CAHS00-0640,5,"[15, 29]",253.11684789701167,254.964418024601,1.8475701275893357
341,CAHX00-0680,2,"[47, 22]",251.1842015189853,256.26308930608656,5.078887787101252
339,CAHS00-0660,3,"[71, 70]",251.1842015189853,253.33116108588112,2.1469595668958164
340,CAHX00-0670,5,"[29, 15]",254.964418024601,257.83841602804216,2.8739980034411587
342,CAWC00-0690,5,"[4, 78]",253.11684789701167,255.8980605416763,2.7812126446646346
343,B-7,0,[],257.83841602804216,257.83841602804216,0.0
348,CKWC00-1380,5,[78],257.83841602804216,271.22768990314245,13.389273875100287
345,CKZY00-0220,4,"[19, 53]",257.83841602804216,268.206209364157,10.367793336114858
349,FKQJ00-0010,5,"[15, 29]",257.83841602804216,275.28768991752275,17.449273889480594
344,CKZY00-0210,4,"[87, 32]",257.83841602804216,266.4102318631859,8.571815835143752
347,CKZQ00-0240,3,"[70, 71]",257.83841602804216,267.92912558295245,10.09070955491029
346,CKYY00-0230,1,"[12, 38]",257.83841602804216,270.110534622035,12.272118593992843
350,B-8,0,[],275.28768991752275,275.28768991752275,0.0
360,CKZY00-0330,1,"[66, 93]",275.28768991752275,283.7456651144631,8.457975196940367
358,CKHX00-0310,4,"[18, 53]",275.28768991752275,304.095221091267,28.807531173744223
354,CKQX00-0270,2,"[59, 77]",275.28768991752275,289.4590812980694,14.171391380546652
351,CKWC00-1390,3,"[65, 81]",275.28768991752275,284.5819562334942,9.29426631597147
353,CKQS00-0260,2,"[77, 22]",289.4590812980694,302.50285761331844,13.043776315249033
363,CKZQ00-0360,1,"[51, 12]",275.28768991752275,283.37428968260093,8.086599765078176
352,CKQS00-0250,4,"[18, 19]",304.095221091267,312.80803331882237,8.71281222755539
361,CKZY00-0340,3,"[21, 35]",275.28768991752275,284.1554338084781,8.867743890955353
362,CKYY00-0350,5,"[4, 0]",275.28768991752275,284.0248291635727,8.737139246049935
356,CKHX00-0290,5,"[15, 0]",284.0248291635727,307.94615532855136,23.921326164978666
357,CKHX00-0300,4,"[87, 32]",275.28768991752275,301.3972425913009,26.109552673778126
355,CKHX00-0280,2,"[47, 22]",302.50285761331844,319.6441040209206,17.141246407602182
359,CKHS00-0320,1,"[12, 1]",283.37428968260093,324.9521934183251,41.57790373572419
369,DKQS00-0460,5,"[42, 4]",312.80803331882237,319.12060709929887,6.312573780476498
368,DKQS00-0450,5,"[78, 4]",319.12060709929887,322.69645189432214,3.575844795023272
371,DKQS00-1430,4,"[32, 19]",312.80803331882237,315.3218242855076,2.513790966685235
367,DKQXB2-0500,4,"[87, 53]",312.80803331882237,317.6931012923793,4.885067973556943
373,DKQXA2-0380,4,"[18, 53]",317.6931012923793,323.31159126291215,5.618489970532835
365,DKWCE2-0720,4,"[19, 87]",317.6931012923793,321.63249130326875,3.93939001088944
370,DKQS00-0470,4,"[18, 19]",323.31159126291215,326.59060655011876,3.2790152872066187
372,DKQS00-0430,5,"[42, 5]",319.12060709929887,321.85168485724773,2.731077757948867
364,DKQS00-0740,4,"[53, 18]",326.59060655011876,333.12848588597893,6.537879335860168
366,DKZQF2-0670,5,"[42, 15]",321.85168485724773,324.9143515965043,3.0626667392565423
374,B-9,0,[],333.12848588597893,333.12848588597893,0.0
377,CWQJ00-1790,1,"[51, 40]",333.12848588597893,334.99679686000786,1.8683109740289296
380,CWQJ00-1820,2,"[50, 22]",333.12848588597893,336.1176488920203,2.9891630060413945
382,CWQJ00-1910,2,"[59, 77]",333.12848588597893,335.853753459161,2.725267573182066
378,CWQJ00-1800,5,"[29, 78]",333.12848588597893,335.1373252119916,2.0088393260126622
381,CWQJ00-1900,5,"[5, 15]",333.12848588597893,335.0660996707174,1.9376137847384598
383,CWQJ00-1920,3,"[75, 35]",333.12848588597893,335.5511180488828,2.4226321629038807
375,CWQJ00-1690,4,"[19, 32]",333.12848588597893,335.93232985156214,2.803843965583212
379,CWQJ00-1810,3,"[35, 21]",335.5511180488828,337.82489847814196,2.2737804292591477
376,CWQJ00-1700,2,"[50, 77]",336.1176488920203,339.1520800559387,3.0344311639183843
384,B-10,0,[],339.1520800559387,339.1520800559387,0.0
388,CWWC00-2140,2,"[77, 50]",339.1520800559387,344.24992417981287,5.097844123874154
392,CWQJ00-1710,1,"[12, 40]",339.1520800559387,340.25780744543425,1.1057273894955415
389,CWWC00-2150,3,"[65, 70]",339.1520800559387,343.0196015564459,3.8675215005071664
390,ABWB00-1790,1,[27],339.1520800559387,341.3505302530065,2.198450197067814
387,CWHS00-2130,4,"[18, 87]",339.1520800559387,346.2127894262421,7.060709370303414
385,CWHS00-2110,1,"[13, 66]",339.1520800559387,345.71906356885347,6.56698351291476
386,CWHX00-2120,4,"[19, 32]",339.1520800559387,345.3398735238746,6.187793467935876
391,CWCP00-2160,4,"[18, 87]",346.2127894262421,352.0331037411638,5.8203143149216885
393,B-11,0,[],352.0331037411638,352.0331037411638,0.0
399,CDHS00-0450,5,"[4, 78]",352.0331037411638,354.0196842354698,1.986580494305997
397,CDQJ00-0430,3,"[71, 21]",352.0331037411638,354.0257207007305,1.9926169595667034
396,CDQJ00-0420,1,"[12, 40]",352.0331037411638,353.7419551721869,1.7088514310231062
398,CDHS00-0440,4,"[32, 53]",352.0331037411638,354.14769003845527,2.114586297291453
394,CDQJ00-0400,3,"[21, 35]",354.0257207007305,361.9839522031376,7.958231502407102
395,CDQJ00-0410,3,"[65, 71]",354.0257207007305,361.3851841696022,7.359463468871695
400,B-12,0,[],361.9839522031376,361.9839522031376,0.0
416,CDWC00-0700,3,"[21, 71]",361.9839522031376,366.2036114167849,4.219659213647276
407,CDWC00-0600,5,"[15, 78]",361.9839522031376,364.58329484699595,2.5993426438583356
414,CDHD00-0680,3,"[91, 81]",361.9839522031376,365.2396638017266,3.2557115985889595
409,CDHX00-0620,3,"[70, 65]",361.9839522031376,366.2585810895295,4.274628886391895
412,CDHX00-0660,3,"[21, 70]",366.2585810895295,370.32851815600833,4.069937066478815
404,CDHD00-0570,2,"[77, 59]",361.9839522031376,366.56240151816206,4.578449315024443
408,CDWC00-0610,5,"[15, 42]",364.58329484699595,369.0595001893112,4.476205342315268
415,CDHD00-0690,3,"[91, 70]",370.32851815600833,373.77469374809004,3.4461755920817154
413,CDHS00-0670,1,"[51, 27]",361.9839522031376,369.1093428167234,7.125390613585807
401,CDHS00-0540,3,"[35, 21]",370.32851815600833,374.42132282025256,4.092804664244227
406,CDWC00-0590,1,"[1, 93]",361.9839522031376,366.6921897763998,4.708237573262181
411,CDHX00-0650,5,"[42, 5]",369.0595001893112,373.26115843257924,4.201658243268014
403,CDHS00-0560,4,"[18, 53]",361.9839522031376,366.0701267271615,4.086174524023875
410,CDWC00-0630,3,"[91, 75]",373.77469374809004,377.30202589520553,3.5273321471154873
402,CDHS00-0550,4,"[32, 53]",366.0701267271615,369.8763819614548,3.806255234293303
405,CDWC00-0580,5,"[42, 4]",373.26115843257924,377.4695407670901,4.208382334510873
417,B-13,0,[],377.4695407670901,377.4695407670901,0.0
421,ABZYC1-0260,4,[87],377.4695407670901,384.380569344552,6.911028577461877
459,ABYYC3-0530,4,"[87, 19]",384.380569344552,387.86189055141847,3.4813212068664825
431,ABZYE3-0480,4,"[87, 19]",387.86189055141847,389.51093741588954,1.6490468644710745
457,ABYYC3-0510,4,"[18, 32]",384.380569344552,388.215822391974,3.835253047421986
426,ABYYC2-0430,3,"[75, 35, 81]",377.4695407670901,379.32320245147946,1.8536616843893512
419,ABZYC1-0240,1,[93],377.4695407670901,386.94275921184203,9.473218444751922
464,ABZYE4-0580,4,"[19, 87]",389.51093741588954,392.992258622756,3.4813212068664825
472,ABZYC5-0660,5,"[29, 5]",377.4695407670901,379.1403467872191,1.670806020128964
442,ABCPH1-1030,3,"[75, 91]",379.32320245147946,380.99404397155405,1.670841520074589
427,ABZYC2-0440,3,"[71, 81]",379.32320245147946,381.136507173721,1.8133047222415257
466,ABZYC4-0600,3,"[75, 21]",380.99404397155405,382.9565390524858,1.9624950809317738
463,ABYYE4-0570,4,"[19, 32]",392.992258622756,396.66626089349336,3.6740022707373328
460,ABZYC3-0540,2,"[50, 47]",377.4695407670901,381.5410320448964,4.071491277806274
429,ABZYC2-0460,3,[65],379.32320245147946,381.02953758997984,1.7063351385003784
473,ABYYE5-0670,3,"[65, 81]",381.136507173721,384.7775599832037,3.6410528094826873
465,ABYYC4-0590,2,"[33, 77]",377.4695407670901,379.5142601166563,2.0447193495662077
471,ABYYC5-0650,4,"[53, 32]",396.66626089349336,398.56938851064,1.9031276171466516
468,ABZYC4-0620,2,"[50, 22]",381.5410320448964,383.69322935223244,2.1521973073360527
425,ABZYD1-0300,3,[75],382.9565390524858,390.25523901571114,7.298699963225317
428,ABYYC2-0450,5,"[0, 4]",377.4695407670901,379.4858035673079,2.0162628002178167
476,ABZYE5-0700,2,"[59, 47]",381.5410320448964,383.29408110185085,1.7530490569544668
467,ABYYC4-0610,1,"[40, 38]",377.4695407670901,379.31012432876344,1.840583561673327
470,ABZYC5-0640,4,"[53, 32]",398.56938851064,402.5871024250781,4.017713914438104
422,ABYYD1-0270,2,[50],383.69322935223244,392.6795722369754,8.986342884742953
424,ABYYD1-0290,1,[93],386.94275921184203,396.53742963544727,9.594670423605237
433,ABZYE3-0500,3,[91],380.99404397155405,382.512239013353,1.518195041798947
469,ABYYC5-0630,3,"[65, 91]",384.7775599832037,388.3481743234672,3.570614340263546
462,ABZYE4-0560,1,"[13, 38]",379.31012432876344,383.23071778528066,3.9205934565172242
423,ABZYD1-0280,5,[5],379.1403467872191,385.66743327979833,6.527086492579258
434,ABCPG1-0950,4,"[19, 32]",402.5871024250781,409.93510696655284,7.348004541474722
441,ABCPH1-1020,3,"[91, 70]",388.3481743234672,390.0712621195081,1.7230877960408861
474,ABZYE5-0680,5,"[4, 42]",379.4858035673079,383.92798498233833,4.442181415030404
420,ABYYC1-0250,4,[53],402.5871024250781,410.5214516317098,7.93434920663168
430,ABYYE3-0470,4,[32],409.93510696655284,411.7206181218913,1.7855111553384404
418,ABYYC1-0230,3,[70],390.0712621195081,397.76648568327687,7.695223563768764
458,ABZYC3-0520,2,"[50, 33]",392.6795722369754,396.99273813794946,4.31316590097407
432,ABYYE3-0490,1,[13],383.23071778528066,384.7856114733655,1.55489368808486
475,ABYYE5-0690,3,"[35, 91]",390.0712621195081,391.8025405236552,1.7312784041470763
461,ABYYE4-0550,3,"[21, 35]",391.8025405236552,396.12272328503644,4.320182761381261
446,ABCPH3-1070,5,"[15, 5]",385.66743327979833,386.5393594598325,0.8719261800341656
444,ABCPH2-1050,4,"[18, 53]",410.5214516317098,412.36023011880957,1.8387784870997734
450,ABCPH4-1110,5,"[0, 5]",386.5393594598325,390.38041932599924,3.841059866166745
443,ABCPH2-1040,4,"[87, 53]",412.36023011880957,414.1547448021414,1.7945146833318404
445,ABCPH3-1060,5,"[42, 78]",390.0712621195081,391.0494586441794,0.9781965246713185
449,ABCPH4-1100,5,"[5, 42]",391.0494586441794,395.04103392519636,3.991575281016935
435,ABCPG2-0960,5,"[0, 4]",409.93510696655284,418.4482166861675,8.513109719614647
436,ABCPG2-0970,4,"[87, 18]",414.1547448021414,421.40628397097703,7.25153916883562
448,ABCPH4-1090,5,"[42, 4]",418.4482166861675,422.8903981011979,4.442181415030404
447,ABCPH4-1081,5,"[15, 5]",414.1547448021414,417.83621094694814,3.681466144806734
451,ABCPH5-1120,5,"[4, 0]",422.8903981011979,424.9066609014157,2.0162628002178167
453,ABCPH5-1140,5,"[4, 78]",424.9066609014157,428.68116379323334,3.774502891817633
438,ABCPG3-0990,5,"[78, 29]",428.68116379323334,432.6031835166176,3.922019723384267
439,ABCPG3-1000,5,"[5, 15]",422.8903981011979,426.86250626751905,3.9721081663211635
437,ABCPG3-0980,5,"[15, 42]",426.86250626751905,435.8149169521496,8.952410684630536
452,ABCPH5-1130,5,"[78, 42]",435.8149169521496,437.7713100014922,1.956393049342637
454,ABCPH5-1150,5,"[0, 4]",428.68116379323334,432.9377186530407,4.256554859807352
455,ABCPH5-1160,5,"[15, 0]",435.8149169521496,437.84597282039164,2.031055868242049
440,ABCPG4-1010,5,"[0, 4]",437.84597282039164,442.43857143572467,4.592598615333031
456,ABCPH5-1170,5,"[4, 42]",442.43857143572467,444.54276260298013,2.1041911672554647
477,B-14,0,[],444.54276260298013,444.54276260298013,0.0
479,BQQXA1-0190,2,"[47, 59]",444.54276260298013,446.49059494008503,1.9478323371048987
482,BQZGB1-0250,3,"[70, 71]",444.54276260298013,447.3338099375697,2.791047334589564
481,BQQXA2-0240,2,"[33, 22]",444.54276260298013,448.07101512674865,3.528252523768515
484,BQWCD1-0290,5,"[0, 78]",444.54276260298013,446.31846868059984,1.7757060776197022
478,BQQJ00-0180,1,"[51, 13]",444.54276260298013,447.41194542286513,2.8691828198849976
480,BQQSA1-0210,1,"[27, 40]",444.54276260298013,446.3369639502078,1.7942013472276699
483,BQZGB1-0260,3,"[70, 81]",447.3338099375697,449.97040568150527,2.6365957439355725
485,B-15,0,[],449.97040568150527,449.97040568150527,0.0
486,BEQX00-0180,5,"[0, 5]",449.97040568150527,458.9665719374544,8.996166255949106
488,BEQXF2-0200,3,"[91, 71]",449.97040568150527,451.0560200755004,1.0856143939951153
489,BEHX00-0210,4,"[32, 87]",449.97040568150527,455.0937897832307,5.123384101725435
487,BEQX00-0190,5,"[78, 5]",458.9665719374544,461.9575321293651,2.9909601919107445
490,BEHS00-0220,1,"[1, 27]",449.97040568150527,454.33679254225814,4.366386860752868
491,B-16,0,[],461.9575321293651,461.9575321293651,0.0
500,CEHS00-0410,4,"[32, 53]",461.9575321293651,464.9179528951575,2.960420765792378
514,CEYY00-0580,5,"[78, 29]",461.9575321293651,463.7750534840613,1.8175213546961686
501,CEHS00-0420,4,"[87, 32]",464.9179528951575,467.3811184190277,2.4631655238702024
510,CEQJ00-0540,3,"[21, 81]",461.9575321293651,463.4379994743496,1.480467344984504
494,CEQX00-0380,4,"[87, 19]",467.3811184190277,471.1372807335687,3.7561623145409726
495,CEQX00-0390,2,"[33, 50]",461.9575321293651,465.1356543579452,3.1781222285800936
497,CEQS00-0392,1,"[51, 1]",461.9575321293651,462.93419422334875,0.9766620939836343
498,CEQS00-0393,5,"[0, 78]",463.7750534840613,464.6106798625425,0.8356263784812086
503,CEHS00-0450,2,"[33, 47]",465.1356543579452,466.8532465161536,1.7175921582083902
492,DEQJ00-0340,5,"[5, 78]",464.6106798625425,466.1514776026453,1.5407977401027892
511,CEQJ00-0550,4,"[18, 53]",464.9179528951575,465.83734213870736,0.9193892435498583
499,CEQX00-0400,2,"[50, 33]",466.8532465161536,470.1448732743424,3.2916267581887837
505,CEQJE1-0470,4,"[18, 53]",465.83734213870736,466.8588857697133,1.0215436310059545
513,CEZY00-0570,2,"[47, 59]",466.8532465161536,468.7036872131833,1.8504406970296827
502,CEHS00-0440,4,"[53, 19]",471.1372807335687,474.1693710351305,3.032090301561823
504,CEWC00-0460,1,"[12, 51]",462.93419422334875,464.83105084523214,1.896856621883387
515,CEHSE1-0590,3,"[75, 91]",461.9575321293651,463.7211982029229,1.763666073557772
509,CEZQ00-0530,5,"[5, 78]",466.1514776026453,468.41735656865205,2.265878966006767
516,CEZGE1-0600,2,"[47, 59]",468.7036872131833,471.04108611058905,2.3373988974057625
512,CEHX00-0560,3,"[71, 21]",463.4379994743496,464.02406326954826,0.5860637951986405
507,CEYE00-0510,1,"[40, 51]",464.83105084523214,467.0552306772258,2.224179831993638
506,CEZY00-0500,4,"[19, 32]",474.1693710351305,476.58647782252524,2.4171067873947436
493,DEQJ00-0350,1,"[51, 12]",467.0552306772258,468.7524182499179,1.697187572692144
508,CEQJ00-0525,1,[27],462.93419422334875,464.52196379394246,1.5877695705937072
496,CEQS00-0391,1,"[1, 66]",462.93419422334875,464.17971081181435,1.2455165884655912
517,B-17,0,[],476.58647782252524,476.58647782252524,0.0
535,CEZQ00-0770,4,"[53, 87]",476.58647782252524,479.1785545609277,2.5920767384024543
523,CEQX00-0650,1,"[51, 12]",476.58647782252524,479.3818454632995,2.795367640774259
526,CEHS00-0680,2,"[47, 50]",476.58647782252524,478.62222346142835,2.0357456389031086
540,CEYY00-0820,2,"[50, 59]",478.62222346142835,480.90968520709316,2.287461745664814
536,CEWB00-0780,4,"[18, 19]",476.58647782252524,478.3665146703866,1.7800368478613677
532,CEHX00-0740,5,"[78, 5]",476.58647782252524,477.2209239222026,0.6344460996773478
530,CEQJ00-0720,4,"[32, 53]",479.1785545609277,480.2358477095734,1.0572931486457264
539,CEZY00-0810,4,"[18, 32]",480.2358477095734,482.35532958717675,2.1194818776033344
525,CEHS00-0670,2,"[33, 22]",476.58647782252524,479.2746702470201,2.6881924244948436
531,CEQJ00-0730,4,"[87, 32]",482.35532958717675,483.3405957967248,0.9852662095480582
522,CEQX00-0640,2,"[50, 47]",480.90968520709316,485.3026099597745,4.392924752681324
541,CEZY00-0830,4,"[87, 19]",483.3405957967248,484.6231878145592,1.2825920178343608
529,CEWC00-0710,2,"[59, 50]",485.3026099597745,487.4811450545797,2.178535094805227
534,CEZG00-0760,5,"[78, 0]",477.2209239222026,479.9367095121837,2.715785589981124
537,CEZY00-0790,1,"[40, 27]",476.58647782252524,478.4862203218599,1.89974249933465
538,CEYY00-0800,3,"[65, 91]",476.58647782252524,478.2778214338052,1.6913436112799332
542,CEYY00-0840,5,"[4, 0]",479.9367095121837,481.50491392719,1.568204415006278
518,CEQS00-0610,4,"[87, 19]",484.6231878145592,487.37159932815234,2.748411513593169
527,CEHS00-0690,3,"[71, 65]",478.2778214338052,479.74971410251334,1.4718926687081648
524,CEHX00-0660,2,"[77, 47]",485.3026099597745,487.5543502125511,2.251740252776642
519,CEQS00-0620,3,"[71, 35]",479.74971410251334,482.33980684868317,2.59009274616983
533,CEHS00-0750,4,"[32, 53]",483.3405957967248,485.5609113080495,2.2203155113247135
520,ABQS00-2130,1,"[27, 1]",478.4862203218599,480.6104084407411,2.124188118881193
528,CEHS00-0700,1,"[40, 38]",478.4862203218599,481.0425864474601,2.5563661256002206
521,CEQS00-0630,5,"[4, 0]",481.50491392719,482.7370745866706,1.2321606594805985
543,B-18,0,[],487.5543502125511,487.5543502125511,0.0
550,CXHD00-0310,4,"[87, 19]",487.5543502125511,514.1223281772849,26.567977964733757
548,CXHS00-0290,5,"[42, 0]",487.5543502125511,523.5324386749289,35.9780884623778
545,CXQS00-0260,4,"[32, 87]",514.1223281772849,542.6950482541794,28.572720076894484
547,CXHD00-0280,3,"[21, 81]",487.5543502125511,518.2211743094828,30.666824096931634
549,CXHX00-0300,1,"[27, 38]",487.5543502125511,523.4332492192866,35.87889900673548
552,CXHX00-0330,3,"[65, 35]",487.5543502125511,517.2188571626426,29.664506950091493
551,CXHS00-0320,3,"[35, 91]",517.2188571626426,545.1116766350303,27.892819472387714
546,CXQX00-0270,5,"[5, 29]",487.5543502125511,514.4728923610603,26.918542148509175
553,CXWC00-0340,3,"[91, 35]",545.1116766350303,550.0169654849997,4.905288849969338
544,CXQS00-0250,5,"[42, 15]",523.5324386749289,557.6929535580981,34.160514883169185
554,B-19,0,[],557.6929535580981,557.6929535580981,0.0
567,CXQJA2-1770,1,"[1, 38]",557.6929535580981,572.1603421606064,14.467388602508322
558,CXQX00-0370,3,"[70, 91]",557.6929535580981,598.3769720423769,40.684018484278795
557,CXQS00-0360,3,"[81, 75]",557.6929535580981,573.969843399512,16.27688984141389
561,CXHX00-0400,3,"[21, 91]",598.3769720423769,642.3620960707715,43.98512402839458
568,CXQJA2-1780,4,"[87, 53]",557.6929535580981,570.3542526976305,12.661299139532389
564,CXHX00-0430,2,"[77, 59]",557.6929535580981,604.0225023021928,46.32954874409472
570,CXQJA2-1800,2,"[47, 77]",604.0225023021928,617.640170981663,13.617668679470171
559,CXHD00-0380,5,"[29, 0]",557.6929535580981,603.3248831369984,45.631929578900326
563,CXHS00-0420,2,"[59, 77]",617.640170981663,663.9697197257577,46.32954874409472
555,CXHS00-0240,2,"[47, 33]",617.640170981663,626.6322704664092,8.992099484746177
566,CXQJ00-0450,1,"[38, 51]",572.1603421606064,602.6237674376919,30.463425277085435
562,CXHD00-0410,1,"[51, 1]",602.6237674376919,644.1319064319966,41.50813899430477
571,CXQJA2-1810,1,"[27, 93]",572.1603421606064,588.4421252571841,16.28178309657767
565,CXWC00-0440,5,"[29, 5]",603.3248831369984,609.5439948644629,6.219111727464451
569,CXQJA2-1790,5,"[5, 78]",609.5439948644629,621.0546607032686,11.510665838805721
556,CXQS00-0350,1,"[38, 66]",602.6237674376919,623.0014745156939,20.377707078002004
560,CXHS00-0390,1,"[51, 38]",644.1319064319966,687.2884228307169,43.156516398720214
572,B-20,0,[],687.2884228307169,687.2884228307169,0.0
575,EGHSF3-0270,4,"[32, 87]",687.2884228307169,692.5103339292464,5.221911098529517
574,EGWBF2-0260,3,"[21, 75]",687.2884228307169,693.0668809300463,5.778458099329441
573,EGWBF1-0250,1,"[38, 13]",687.2884228307169,692.7566192328429,5.468196402126068
576,EGHSF4-0280,4,"[18, 19]",687.2884228307169,692.2537890157504,4.965366185033531
578,EGWCF6-0300,4,"[18, 32]",692.5103339292464,697.8595029129099,5.349168983663503
577,EGHSF5-0290,5,"[5, 15]",692.5103339292464,697.6450106435885,5.134676714342163
579,EGWCF7-0310,4,"[87, 19]",697.8595029129099,702.715030094997,4.855527182087144
580,EGWCF8-0320,4,"[32, 53]",702.715030094997,709.6931647752275,6.9781346802304824
581,EGWCF9-0330,5,"[29, 4]",702.715030094997,708.5268801491579,5.811850054160914
582,B-21,0,[],709.6931647752275,709.6931647752275,0.0
591,ARWBD1-1820,1,"[40, 27]",709.6931647752275,711.3290541426649,1.6358893674373576
586,FRQJD1-1770,4,"[19, 53]",709.6931647752275,711.4537333449472,1.7605685697196805
592,ARWBD1-1830,2,"[50, 47]",709.6931647752275,711.3539046082923,1.6607398330647811
587,ARWBD1-1780,4,"[87, 32]",711.4537333449472,712.1335670271864,0.6798336822391775
589,ARWBD1-1800,5,"[5, 4]",711.4537333449472,712.1180254588037,0.6642921138565043
584,FRQJ00-1750,5,"[78, 29]",711.4537333449472,712.410323543633,0.9565901986858307
585,FRQJ00-1760,5,"[29, 15]",712.410323543633,713.4367514194848,1.026427875851823
583,FRQJ00-1740,4,"[18, 32]",712.1335670271864,713.3446996318013,1.2111326046149316
590,ARWBD1-1810,5,"[5, 15]",713.4367514194848,714.5024390241891,1.0656876047042942
588,ARWBD1-1790,5,"[0, 78]",713.3446996318013,714.4936859099953,1.148986278194002
593,B-22,0,[],714.5024390241891,714.5024390241891,0.0
646,BRQJB1-0980,4,"[18, 53]",714.5024390241891,715.2175195537155,0.7150805295264036
604,BRZYD1-0270,3,"[21, 91]",714.5024390241891,715.5891302743642,1.086691250175022
647,BRQJC1-0990,1,"[13, 12]",714.5024390241891,765.3588050940016,50.85636606981245
631,BRZYF1-0830,1,"[66, 38]",714.5024390241891,715.9241395114342,1.4217004872450616
643,BRQJF1-0955,3,"[75, 65]",714.5024390241891,715.3889580784744,0.8865190542852588
656,ABWB00-1890,1,"[27, 40]",714.5024390241891,716.4021815235237,1.899742499334593
621,BRQJA1-0730,4,"[53, 18]",715.2175195537155,715.8304457566746,0.6129262029591018
611,BRZYF1-0420,3,"[70, 91]",715.5891302743642,764.1706346997088,48.58150442534463
633,BRYYF1-0850,2,"[33, 59]",714.5024390241891,715.7338564192645,1.2314173950753684
606,BRZYB1-0290,3,"[91, 65]",764.1706346997088,766.237832546396,2.067197846687236
651,BRQJ00-1030,3,"[91, 35]",766.237832546396,769.7484803768828,3.5106478304867323
612,BRYYF1-0430,5,"[42, 5]",714.5024390241891,716.7083095017294,2.2058704775403157
597,BRYYA1-0200,2,"[47, 59]",715.7338564192645,716.7564683498047,1.0226119305401653
602,BRZYC1-0250,4,"[87, 53]",715.8304457566746,717.3258746990665,1.495428942391868
645,BRQJB1-0970,2,"[22, 50]",714.5024390241891,715.3394046516273,0.8369656274381896
603,BRYYC1-0260,2,"[33, 50]",715.7338564192645,717.4364219278555,1.7025655085909648
594,BRZYA1-0170,3,"[81, 91]",769.7484803768828,770.6980629085031,0.9495825316203081
610,BRZYF1-0410,5,"[29, 0]",714.5024390241891,716.2203469868759,1.7179079626868088
648,BRQJC1-1000,5,"[29, 78]",716.2203469868759,763.5237330417098,47.30338605483382
619,BRQJA1-0710,5,"[15, 4]",716.2203469868759,717.663228272374,1.4428812854980606
642,BRYYF1-0940,4,"[18, 53]",717.3258746990665,718.7560357581193,1.430161059052807
609,BRYYB1-0320,5,"[4, 29]",763.5237330417098,765.1551296270408,1.6313965853310037
635,BRYYF1-0870,5,"[42, 5]",716.7083095017294,717.9688070247976,1.2604975230681248
630,BRZYF1-0820,2,"[59, 47]",716.7564683498047,717.4382096561814,0.6817413063766935
623,BRQJF1-0750,2,"[50, 22]",717.4364219278555,719.6484025808329,2.211980652977445
650,BRQJ00-1020,5,"[0, 4]",765.1551296270408,769.2436624755534,4.088532848512614
607,BRZYB1-0300,3,"[65, 71]",766.237832546396,767.9199956500614,1.6821631036654026
601,BRYYB1-0240,5,"[0, 4]",769.2436624755534,771.7079837945146,2.464321318961197
613,BRYYF1-0440,4,"[32, 19]",715.2175195537155,764.2847873378289,49.06726778411337
622,BRQJA1-0740,1,"[40, 1]",716.4021815235237,718.9094113602719,2.507229836748138
649,BRQJD1-1010,3,"[35, 91]",770.6980629085031,771.6598842696199,0.9618213611167903
620,BRQJA1-0720,1,"[27, 1]",718.9094113602719,721.7416623730194,2.83225101274752
640,BRZYF1-0920,5,"[78, 42]",763.5237330417098,765.0453720944837,1.521639052773935
638,BRYYF1-0900,2,"[22, 47]",719.6484025808329,721.1297447679804,1.4813421871474475
639,BRZYF1-0910,3,"[65, 71]",767.9199956500614,769.9701319522366,2.050136302175133
637,BRYYF1-0890,3,"[65, 70]",769.9701319522366,771.1914545952006,1.2213226429640827
